Formula
cpd00001 + cpd02311  -> cpd00067 + cpd00344 
cpd00006 + cpd02498  <=> cpd00067 + cpd00005 + cpd00668 
cpd00067 + cpd00005 + cpd00498  <=> cpd00006 + cpd02535 
cpd00067 + cpd11492 + cpd11494  -> cpd00011 + cpd11493 + cpd11488 
cpd00067 + cpd11492 + cpd00022  -> cpd00011 + cpd00010 + cpd11488 
cpd00010 + cpd00279  -> 2 cpd00022 
cpd00010 + cpd03123  -> cpd00022 + cpd00120 
cpd00010 + cpd03121  -> cpd00022 + cpd03124 
cpd00010 + cpd03119  -> cpd00022 + cpd01335 
cpd00010 + cpd03117  -> cpd00022 + cpd03128 
cpd00010 + cpd12689  -> cpd00022 + cpd01260 
cpd00010 + cpd03114  -> cpd00022 + cpd01695 
cpd00003 + cpd00221  <=> cpd00067 + cpd00004 + cpd00020 
cpd00024 + cpd00107  <=> cpd00023 + cpd00200 
cpd00002 + cpd00107 + cpd11916  -> cpd00018 + cpd00012 + cpd12003 
cpd00002 + cpd00001 + cpd00107  -> cpd00067 + cpd00008 + cpd00009 + cpd00107 
cpd00323 + cpd00007  -> cpd00067 + cpd00025 + cpd00352 
cpd00007 + cpd00039  -> cpd00067 + cpd00011 + cpd00001 + cpd00729 
cpd00002 + cpd00039 + cpd11917  -> cpd00018 + cpd00012 + cpd01326 
cpd00002 + cpd00001 + cpd00039  -> cpd00067 + cpd00008 + cpd00009 + cpd00039 
cpd00039  <=> cpd00039 
cpd00067 + cpd00159  <=> cpd00067 + cpd00159 
cpd00763  -> cpd00780 
cpd00067 + cpd11492  -> cpd00011 + cpd11494 
cpd00001 + cpd00022 + cpd00040  -> cpd00067 + cpd00010 + cpd00130 
2 cpd00067 + cpd00130  -> 2 cpd00067 + cpd00130 
cpd01501  -> cpd00001 + cpd02597 
cpd02799  <=> cpd00036 + cpd00020 
cpd00001 + cpd00086 + cpd00032  -> cpd00067 + cpd00010 + cpd01501 
cpd11493 + cpd00070  <=> cpd00010 + cpd11492 
cpd00003 + cpd00130  <=> cpd00067 + cpd00004 + cpd00032 
cpd15560 + cpd00130  -> cpd00032 + cpd15561 
cpd00003 + cpd00130  -> cpd00011 + cpd00004 + cpd00020 
cpd00067 + cpd08301  -> cpd00001 + cpd08615 
cpd08288  -> cpd00046 + cpd08301 
cpd00067 + cpd00052 + cpd08286  -> cpd00012 + cpd08287 
cpd00239 + cpd00790  <=> cpd00067 + cpd00029 + cpd00135 
cpd00002 + cpd00001 + cpd00060  -> cpd00012 + cpd00009 + cpd00017 
cpd00001 + cpd00060  -> cpd00094 + cpd00013 + cpd00324 
cpd00135 + cpd00345  <=> cpd00067 + cpd00087 + cpd00060 
cpd00002 + cpd00060 + cpd11918  -> cpd00018 + cpd00012 + cpd12105 
cpd00002 + cpd00001 + cpd00060  -> cpd00067 + cpd00008 + cpd00009 + cpd00060 
cpd00001 + cpd02597  <=> cpd02799 
cpd00010 + cpd00003 + cpd19044  -> cpd00011 + cpd00004 + cpd00086 
cpd00001 + cpd00123 + cpd00125  -> cpd00087 + cpd00712 
cpd00002 + cpd00001 + cpd08023  -> cpd00067 + cpd00008 + cpd00009 + cpd08023 
cpd08023  <=> cpd08023 
cpd00001 + cpd00347  <=> cpd00067 + cpd00201 
cpd00006 + cpd00125  <=> cpd00005 + cpd00347 
2 cpd00067 + cpd00005 + cpd00125  -> cpd00006 + cpd00345 
cpd00135 + cpd02738  <=> cpd00060 + cpd02555 
cpd00067 + cpd00856  -> cpd00938 
4 cpd00067 + cpd00004 + cpd15560  -> 3 cpd00067 + cpd00003 + cpd15561 
cpd00067 + cpd00004 + cpd15560  -> cpd00003 + cpd15561 
cpd00002 + cpd00003  -> cpd00067 + cpd00006 + cpd00008 
cpd00067 + cpd00005 + cpd15560  -> cpd00006 + cpd15561 
cpd00002 + cpd00001 + cpd00053 + cpd00638  -> cpd00067 + cpd00018 + cpd00012 + cpd00003 + cpd00023 
cpd00002 + cpd00001 + cpd00103 + cpd00218  -> cpd00008 + cpd00012 + cpd00009 + cpd00873 
3 cpd00067 + 2 cpd00971  -> 3 cpd00067 + 2 cpd00971 
2 cpd00067 + cpd00971  -> 2 cpd00067 + cpd00971 
cpd00002 + cpd00031  <=> cpd00008 + cpd00038 
cpd00002 + cpd00014  <=> cpd00008 + cpd00062 
cpd00002 + cpd00096  <=> cpd00008 + cpd00052 
cpd00002 + cpd00297  <=> cpd00008 + cpd00357 
cpd00002 + cpd00295  <=> cpd00008 + cpd00241 
cpd00002 + cpd00978  <=> cpd00008 + cpd00358 
cpd00002 + cpd00533  <=> cpd00008 + cpd00356 
cpd00002 + cpd00177  <=> cpd00008 + cpd00115 
cpd00001 + cpd00770  -> 2 cpd00067 + cpd00023 + cpd00047 
cpd00013  <=> cpd00013 
cpd00067 + cpd00002 + cpd00873  <=> cpd00012 + cpd00638 
cpd00873 + cpd01997  -> cpd00067 + cpd00218 + cpd02904 
2 cpd00067 + cpd00103 + cpd02333  -> cpd00011 + cpd00012 + cpd00873 
cpd00067 + cpd00075  <=> cpd00067 + cpd00075 
cpd00001 + cpd00497  -> cpd00009 + cpd01217 
cpd00001 + cpd00497  -> cpd00009 + cpd01217 
cpd00001 + cpd00114  -> cpd00009 + cpd00246 
cpd00001 + cpd00114  -> cpd00009 + cpd00246 
cpd00001 + cpd00091  -> cpd00009 + cpd00249 
cpd00001 + cpd00091  -> cpd00009 + cpd00249 
cpd00001 + cpd00206  -> cpd00009 + cpd00654 
cpd00001 + cpd00206  -> cpd00009 + cpd00654 
cpd00001 + cpd00046  -> cpd00009 + cpd00367 
cpd00001 + cpd00046  -> cpd00009 + cpd00367 
cpd00001 + cpd00298  -> cpd00009 + cpd00184 
cpd00001 + cpd00298  -> cpd00009 + cpd00184 
cpd00001 + cpd00294  -> cpd00009 + cpd00438 
cpd00001 + cpd00294  -> cpd00009 + cpd00438 
cpd00001 + cpd00018  -> cpd00009 + cpd00182 
cpd00001 + cpd00018  -> cpd00009 + cpd00182 
cpd00001 + cpd00296  -> cpd00009 + cpd00277 
cpd00001 + cpd00296  -> cpd00009 + cpd00277 
cpd00001 + cpd00126  -> cpd00009 + cpd00311 
cpd00001 + cpd00126  -> cpd00009 + cpd00311 
5 cpd00067 + 3 cpd00004 + cpd00075  -> 2 cpd00001 + 3 cpd00003 + cpd00013 
cpd00067 + cpd00032  -> cpd00011 + cpd00020 
cpd00064 + cpd00146  <=> cpd00067 + cpd00009 + cpd00274 
cpd00078 + cpd00142  -> cpd00036 + cpd00279 
cpd00023 + cpd03606  <=> cpd03607 + cpd00024 
cpd00010 + cpd00003 + cpd00200  <=> cpd00011 + cpd00004 + cpd01882 
cpd00010 + cpd00003 + cpd00123  -> cpd00011 + cpd00004 + cpd00481 
cpd00010 + cpd00003 + cpd00508  -> cpd00011 + cpd00004 + cpd00760 
cpd00067 + cpd00810  -> cpd00011 + cpd00091 
cpd00064  -> cpd00013 + cpd00129 
cpd00023 + cpd00342  <=> cpd00477 + cpd00064 
cpd00067 + cpd00064  -> cpd00011 + cpd00118 
cpd00002 + cpd00001 + cpd00064  -> cpd00067 + cpd00008 + cpd00009 + cpd00064 
cpd00012 + cpd00810  <=> cpd00103 + cpd00247 
cpd00067 + cpd00213 + cpd00269  -> cpd00011 + cpd03672 
cpd00001 + cpd02255  -> cpd00067 + cpd00269 
cpd00001 + cpd00003 + cpd02089  <=> 2 cpd00067 + cpd00004 + cpd00379 
cpd00002 + cpd00010 + cpd00430  <=> cpd00018 + cpd00012 + cpd00452 
cpd00971 + cpd00430  <=> cpd00971 + cpd00430 
cpd00430  <=> cpd00430 
cpd00002 + cpd00408 + cpd00085  -> cpd00067 + cpd00018 + cpd00012 + cpd00644 
cpd00286 + cpd02968  -> cpd00091 + cpd03494 
cpd00002 + cpd00242 + cpd00020  -> cpd00067 + cpd00008 + cpd00009 + cpd00032 
cpd00017 + cpd03834  -> cpd00067 + cpd00019 + cpd03839 
cpd00017 + cpd03833  -> 3 cpd00067 + cpd00019 + cpd03834 
cpd00017 + cpd01620  -> cpd00067 + cpd00019 + cpd03420 
cpd00067 + cpd00005 + cpd03761  -> cpd00006 + cpd03760 
2 cpd00017 + cpd03760  -> 2 cpd00067 + cpd00011 + 2 cpd00019 + cpd03835 
2 cpd00067 + cpd00005 + cpd02431  -> cpd00006 + cpd00129 
cpd00067 + cpd03835  -> cpd03832 
cpd00007 + cpd00197  -> 2 cpd00067 + cpd00856 
cpd00010 + cpd00003 + cpd00020  -> cpd00011 + cpd00022 + cpd00004 
cpd00067 + cpd00020 + cpd00213  -> cpd00011 + cpd00836 
cpd00010 + cpd00836  <=> cpd00022 + cpd00449 
cpd00003 + cpd00449  <=> cpd00067 + cpd00004 + cpd00213 
cpd00007 + cpd00478  -> cpd00025 + cpd00016 
cpd03607 + cpd00003 + cpd08289  -> cpd00067 + cpd00011 + 2 cpd00001 + cpd00009 + cpd00004 + cpd00478 
cpd00001 + cpd00478  -> cpd00009 + cpd00263 
cpd00002 + cpd00001 + cpd15528  -> cpd00067 + cpd00008 + cpd00009 + cpd15528 
cpd00002 + cpd00001 + cpd15531  -> cpd00067 + cpd00008 + cpd00009 + cpd15531 
cpd00002 + cpd00001 + cpd15532  -> cpd00067 + cpd00008 + cpd00009 + cpd15532 
cpd00002 + cpd00001 + cpd15533  -> cpd00067 + cpd00008 + cpd00009 + cpd15533 
cpd00002 + cpd00001 + cpd15534  -> cpd00067 + cpd00008 + cpd00009 + cpd15534 
cpd16742  <=> cpd16742 
cpd00003 + cpd02147  <=> cpd00067 + cpd00004 + cpd03606 
cpd03671  <=> cpd00288 
cpd00003 + cpd00169  <=> cpd00067 + cpd00004 + cpd02069 
cpd00079  <=> cpd00072 
cpd00002 + cpd00169  <=> cpd00008 + cpd00203 
cpd00001 + cpd00911  -> cpd00067 + cpd00284 
cpd00482  <=> cpd00169 
cpd00002 + cpd00001 + cpd15542  -> cpd00067 + cpd00008 + cpd00009 + cpd15542 
cpd00002 + cpd00001 + cpd15545  -> cpd00067 + cpd00008 + cpd00009 + cpd15545 
cpd00002 + cpd00001 + cpd15546  -> cpd00067 + cpd00008 + cpd00009 + cpd15546 
cpd00002 + cpd00001 + cpd15547  -> cpd00067 + cpd00008 + cpd00009 + cpd15547 
cpd00002 + cpd00001 + cpd15548  -> cpd00067 + cpd00008 + cpd00009 + cpd15548 
cpd00001 + cpd15542  -> cpd00009 + cpd15535 
cpd00001 + cpd15542  -> cpd15535 + cpd00009 
cpd00001 + cpd15545  -> cpd00009 + cpd15538 
cpd00001 + cpd15545  -> cpd15538 + cpd00009 
cpd00001 + cpd15546  -> cpd00009 + cpd15539 
cpd00001 + cpd15546  -> cpd15539 + cpd00009 
cpd00001 + cpd15547  -> cpd00009 + cpd15540 
cpd00001 + cpd15547  -> cpd15540 + cpd00009 
cpd00001 + cpd15548  -> cpd00009 + cpd15541 
cpd00001 + cpd15548  -> cpd15541 + cpd00009 
cpd15417 + cpd00080  -> cpd00067 + cpd00046 + cpd15542 
cpd15419 + cpd00080  -> cpd00067 + cpd00046 + cpd15545 
cpd15418 + cpd00080  -> cpd00067 + cpd00046 + cpd15546 
cpd15421 + cpd00080  -> cpd00067 + cpd00046 + cpd15547 
cpd15420 + cpd00080  -> cpd00067 + cpd00046 + cpd15548 
cpd00007 + cpd11640 + cpd00452  -> cpd16740 
cpd16755 + cpd16752  -> cpd00010 + cpd16744 
cpd16756 + cpd16752  -> cpd00010 + cpd16745 
cpd16753 + cpd16752  -> cpd00010 + cpd16746 
cpd16758 + cpd16752  -> cpd00010 + cpd16747 
cpd16754 + cpd16752  -> cpd00010 + cpd16748 
cpd16777 + cpd16752  -> cpd00010 + cpd16749 
cpd16779 + cpd16752  -> cpd00010 + cpd16750 
cpd00024 + cpd00066  <=> cpd00023 + cpd00143 
cpd00007 + cpd00233 + cpd00066  -> cpd00001 + cpd00231 + cpd00069 
cpd00002 + cpd00066 + cpd11919  -> cpd00018 + cpd00012 + cpd12335 
cpd00067 + cpd00066  <=> cpd00067 + cpd00066 
cpd00002 + cpd00001 + cpd00009  -> cpd00067 + cpd00008 + 2 cpd00009 
cpd00001 + cpd02720  -> cpd00009 + cpd02882 
cpd00002 + cpd02775  -> cpd00008 + cpd02894 
cpd00002 + cpd00644  -> cpd00067 + cpd00008 + cpd02201 
cpd00001 + cpd00012  -> cpd00067 + 2 cpd00009 
2 cpd00338  -> cpd00067 + 2 cpd00001 + cpd00689 
cpd00011 + cpd00001 + cpd00061  -> cpd00067 + cpd00009 + cpd00032 
cpd00067 + cpd02666  -> cpd00011 + cpd00834 
cpd00001 + cpd00905  -> cpd00012 + cpd00031 
cpd00002 + cpd00012  <=> cpd00008 + cpd00421 
cpd00052 + cpd00084 + cpd02201  -> cpd00067 + cpd00009 + cpd00096 + cpd02666 
cpd00003 + cpd00219  -> cpd00868 + cpd00011 + cpd00004 
cpd00067 + cpd00219  -> cpd00011 + cpd00001 + cpd00143 
cpd00002 + cpd00001 + cpd00020  -> 2 cpd00067 + cpd00018 + cpd00009 + cpd00061 
cpd00002 + cpd00033 + cpd01982  -> cpd00067 + cpd00008 + cpd00009 + cpd02394 
cpd02642  <=> cpd00956 
cpd00002 + cpd02826  -> 2 cpd00067 + cpd00008 + cpd00009 + cpd02140 
cpd00001 + cpd01777  -> cpd02979 
cpd00002 + cpd00041 + cpd02893  <=> cpd00067 + cpd00008 + cpd00009 + cpd02921 
cpd00001 + cpd01775  -> cpd00067 + cpd00012 + cpd01777 
cpd00002 + cpd00001 + cpd00053 + cpd02678  -> cpd00067 + cpd00008 + cpd00009 + cpd00023 + cpd02826 
cpd02979  -> cpd02991 
cpd00015 + cpd00129  -> cpd00067 + cpd00982 + cpd02431 
cpd00002 + cpd00129 + cpd11920  -> cpd00018 + cpd00012 + cpd12164 
cpd00002 + cpd00001 + cpd00129  -> cpd00067 + cpd00008 + cpd00009 + cpd00129 
cpd00067 + cpd00129  -> cpd00067 + cpd00129 
cpd00971 + cpd00129  -> cpd00971 + cpd00129 
cpd00129  <=> cpd00129 
cpd00002 + cpd00101  <=> cpd00067 + cpd00018 + cpd00103 
cpd00061 + cpd02030  <=> cpd00009 + cpd00932 
cpd00067 + cpd15552  -> cpd00011 + cpd15528 
cpd00067 + cpd15555  -> cpd00011 + cpd15531 
cpd00067 + cpd15556  -> cpd00011 + cpd15532 
cpd00067 + cpd15557  -> cpd00011 + cpd15533 
cpd00067 + cpd15558  -> cpd00011 + cpd15534 
cpd00023 + cpd02069  <=> cpd00024 + cpd00738 
cpd00001 + cpd00738  -> cpd00009 + cpd00054 
cpd15417 + cpd00054  -> cpd00067 + cpd00046 + cpd15552 
cpd15419 + cpd00054  -> cpd00067 + cpd00046 + cpd15555 
cpd15418 + cpd00054  -> cpd00067 + cpd00046 + cpd15556 
cpd15421 + cpd00054  -> cpd00067 + cpd00046 + cpd15557 
cpd15420 + cpd00054  -> cpd00067 + cpd00046 + cpd15558 
cpd00022 + cpd00009  <=> cpd00010 + cpd00196 
cpd00067 + cpd00002 + cpd00834  <=> cpd00012 + cpd00655 
cpd00002 + cpd00001 + cpd00118  -> cpd00067 + cpd00008 + cpd00009 + cpd00118 
cpd00067 + cpd00008 + cpd00061  -> cpd00002 + cpd00020 
cpd00097 + cpd00248  -> cpd00986 + cpd00699 
cpd00248  <=> cpd00248 
cpd03470 + cpd00095  -> 2 cpd00001 + cpd00009 + cpd02333 
cpd00067 + 0.5 cpd00007 + cpd03420  -> cpd03833 
cpd00001 + cpd00017 + cpd03839  -> cpd00067 + cpd00029 + cpd00019 + cpd03761 
2 cpd00002 + cpd00001 + 2 cpd00053 + cpd03832  -> cpd00067 + 2 cpd00008 + cpd00012 + 2 cpd00023 + cpd03913 
cpd00002 + cpd00847  -> cpd00008 + cpd00103 
cpd00002 + cpd00220  -> cpd00067 + cpd00008 + cpd00050 
cpd11225 + cpd02882  -> 2 cpd00001 + cpd00009 + cpd02656 
2 cpd02656  -> cpd02882 + cpd00220 
cpd00002 + cpd00105  <=> cpd00067 + cpd00008 + cpd00101 
cpd00067 + cpd00005 + cpd03119  <=> cpd00006 + cpd16755 
cpd00067 + cpd00005 + cpd03117  <=> cpd00006 + cpd16756 
cpd00067 + cpd00005 + cpd12689  <=> cpd00006 + cpd16758 
cpd00067 + cpd00005 + cpd03123  <=> cpd00006 + cpd16777 
cpd00067 + cpd00005 + cpd03121  <=> cpd00006 + cpd16779 
cpd00002 + cpd00001 + cpd00105  -> cpd00067 + cpd00008 + cpd00009 + cpd00105 
cpd00004 + cpd11681  <=> cpd00067 + cpd00003 + cpd11651 
cpd00008 + cpd11421  -> cpd00001 + cpd11420 + cpd00177 
cpd00031 + cpd11421  -> cpd00001 + cpd11420 + cpd00295 
cpd11421 + cpd00096  -> cpd00001 + cpd11420 + cpd00533 
cpd11421 + cpd00014  -> cpd00001 + cpd11420 + cpd00978 
cpd00171  <=> cpd00198 
cpd00101  <=> cpd00171 
cpd00001 + cpd02904  -> cpd00009 + cpd03423 
2 cpd00067 + 2 cpd00001 + cpd02103  -> cpd00011 + 2 cpd00013 + cpd02160 
cpd00067 + cpd00002 + cpd00048  -> cpd00012 + cpd00193 
cpd00007 + cpd00001 + cpd00183  -> cpd00025 + cpd00055 + cpd00033 
cpd00001 + cpd02698  -> cpd00036 + cpd00504 
cpd00024 + cpd02698  <=> cpd00023 + cpd02724 
cpd00002 + cpd00001 + cpd03163  -> cpd00012 + cpd00009 + cpd03392 
cpd00022 + cpd00054  <=> cpd00010 + cpd00722 
cpd00054  <=> cpd00020 + cpd00013 
cpd00002 + cpd00054 + cpd11921  -> cpd00018 + cpd00012 + cpd12132 
cpd00054  -> cpd00020 + cpd00013 
cpd00067 + cpd00054  <=> cpd00067 + cpd00054 
cpd00001 + cpd03525  -> cpd00036 + cpd00023 
cpd00001 + cpd00003 + cpd03526  -> 2 cpd00067 + cpd00004 + cpd03525 
cpd00003 + cpd01620  -> cpd00067 + cpd00004 + cpd03426 
cpd00021 + cpd03426  -> 3 cpd00067 + cpd00557 
cpd00067 + cpd00005 + cpd01716  <=> cpd00006 + cpd00383 
cpd00002 + cpd00383  -> cpd00067 + cpd00008 + cpd02030 
cpd00084 + cpd00822  -> cpd00067 + cpd00036 + cpd00424 
cpd00239 + cpd00822  <=> cpd00067 + cpd00036 + cpd00135 
cpd00001 + cpd00822  <=> cpd00067 + cpd00036 + cpd00094 + cpd00013 
2 cpd00971 + cpd00048  <=> cpd00048 + 2 cpd00971 
cpd00024 + cpd02160  -> cpd00023 + cpd03526 
cpd00002 + cpd00001 + cpd00264  -> cpd00067 + cpd00008 + cpd00009 + cpd00264 
cpd00006 + cpd00001 + cpd00199  <=> 2 cpd00067 + cpd00005 + cpd00036 
2 cpd00067 + cpd00036  -> 2 cpd00067 + cpd00036 
cpd00036 + cpd00015  <=> cpd00982 + cpd00106 
cpd00036 + cpd15560  -> cpd00106 + cpd15561 
cpd00002 + cpd00010 + cpd00036  <=> cpd00008 + cpd00078 + cpd00009 
5 cpd00067 + 3 cpd00005 + cpd00081  -> 3 cpd00006 + 3 cpd00001 + cpd00239 
cpd00002 + cpd00001 + cpd00048  -> cpd00067 + cpd00008 + cpd00009 + cpd00048 
cpd11475  <=> cpd15416 
cpd00102 + cpd00238  <=> cpd00236 + cpd00072 
cpd00007 + cpd00024 + cpd00210  -> cpd00067 + cpd00011 + cpd00036 + cpd00081 + cpd04122 
cpd00002 + cpd00001 + cpd00210  -> cpd00067 + cpd00008 + cpd00009 + cpd00210 
cpd00210  <=> cpd00210 
cpd00005 + cpd00003  <=> cpd00006 + cpd00004 
cpd00001 + cpd00078 + cpd02465  -> cpd00010 + cpd02724 
cpd03282  <=> cpd00071 + cpd00033 
cpd00161  <=> cpd00071 + cpd00033 
cpd00161  -> cpd00094 + cpd00013 
cpd00001 + cpd00809  -> cpd00009 + cpd00161 
cpd00002 + cpd00161 + cpd11922  -> cpd00018 + cpd00012 + cpd12229 
cpd00002 + cpd00001 + cpd00161  -> cpd00067 + cpd00008 + cpd00009 + cpd00161 
cpd00101 + cpd00198  <=> cpd00102 + cpd00238 
cpd00236 + cpd00198  <=> cpd00102 + cpd00072 
cpd00299 + cpd00125  -> cpd00330 + cpd00298 
cpd00095  <=> cpd00102 
cpd00067 + cpd00005 + cpd11420  -> cpd00006 + cpd11421 
cpd00054 + cpd02210  <=> cpd00001 + cpd00102 + cpd00065 
cpd00054 + cpd00359  -> cpd00001 + cpd00065 
cpd02210  <=> cpd00102 + cpd00359 
cpd00067 + cpd00004 + cpd00145  <=> cpd00003 + cpd00223 
cpd00002 + cpd00001 + cpd00268  -> cpd00067 + cpd00008 + cpd00009 + cpd00268 
cpd00024 + cpd00069  <=> cpd00868 + cpd00023 
cpd00002 + cpd00069 + cpd11751  -> cpd00018 + cpd00012 + cpd12194 
cpd00067 + cpd00069  <=> cpd00067 + cpd00069 
cpd00069  <=> cpd00069 
cpd00002 + cpd00516 + cpd00525  -> cpd00067 + cpd00008 + cpd00009 + cpd02964 
cpd00061 + cpd00037  -> cpd00009 + cpd02820 
cpd00067 + cpd00062 + cpd02611  -> cpd00012 + cpd00037 
cpd03494 + cpd00037  -> cpd00067 + cpd00014 + cpd03495 
cpd00002 + cpd00186 + cpd00890  -> cpd00067 + cpd00008 + cpd00009 + cpd00525 
cpd00002 + cpd00035 + cpd00773  -> cpd00067 + cpd00008 + cpd00009 + cpd00890 
cpd00067 + cpd00005 + cpd02820  -> cpd00006 + cpd00773 
cpd00001 + cpd02229  -> cpd00067 + cpd00009 + cpd00286 
cpd00002 + cpd00731 + cpd02964  -> cpd00067 + cpd00008 + cpd00009 + cpd02968 
cpd00067 + cpd00136  <=> cpd00067 + cpd00136 
cpd00002 + cpd00091  <=> cpd00008 + cpd00014 
cpd00023 + cpd00869  -> cpd00024 + cpd00060 
2 cpd00017 + cpd00774  -> cpd00067 + 2 cpd00019 + cpd01620 
cpd00755  -> cpd00001 + cpd00774 
4 cpd00067 + cpd00774  -> 4 cpd00011 + cpd02083 
4 cpd00067 + cpd03414  -> 4 cpd00011 + cpd03416 
2 cpd00067 + cpd00001 + cpd01720  -> cpd00011 + cpd00013 + cpd00085 
cpd00103 + cpd00092  -> cpd00012 + cpd00091 + ura[c]
cpd00001 + cpd00581  -> cpd02311 
2 cpd00067 + cpd00001 + cpd00073  -> cpd00011 + 2 cpd00013 
cpd00024 + cpd00156  <=> cpd00023 + cpd00123 
cpd00002 + cpd00156 + cpd11924  -> cpd00018 + cpd00012 + cpd12133 
cpd00002 + cpd00001 + cpd00156  -> cpd00067 + cpd00008 + cpd00009 + cpd00156 
cpd00067 + cpd04073  <=> cpd00067 + cpd04073 
cpd00001 + cpd00003 + cpd00561  -> 2 cpd00067 + cpd00004 + cpd04073 
cpd00067 + cpd00561  <=> cpd00067 + cpd00561 
cpd00067 + cpd00007 + cpd00004 + cpd04073  -> cpd00001 + cpd00197 + cpd00003 + cpd00055 
cpd00001 + cpd00003 + cpd00309  -> cpd00067 + cpd00004 + cpd00300 
cpd00001 + cpd01217  -> cpd00105 + cpd00309 
cpd00002 + cpd00001 + cpd16742  -> cpd00067 + cpd00008 + cpd00009 + cpd16742 
cpd00197  <=> 
cpd00331  <=> 
cpd00051  <=> 
cpd00153  <=> 
cpd00681  <=> 
cpd00137  <=> 
cpd11579  <=> 
cpd00021  <=> 
cpd00082  <=> 
cpd00027  <=> 
cpd00023  <=> 
cpd00033  <=> 
cpd00100  <=> 
cpd00119  <=> 
cpd00260  <=> 
cpd03048  <=> 
cpd00039  <=> 
cpd08023  <=> 
cpd00971  <=> 
cpd00430  <=> 
cpd16742  <=> 
cpd00129  <=> 
cpd00248  <=> 
cpd00048  <=> 
cpd00210  <=> 
cpd00069  <=> 
0.0004 cpd00005 + 0.00013 cpd00006 + 45.7318 cpd00002 + 6e-06 cpd00010 + 45.5608 cpd00001 + 3e-06 cpd00078 + 5e-05 cpd00022 + 0.001 cpd00018 + 0.00215 cpd00003 + 5e-05 cpd00004 + 0.5516398 cpd00023 + 0.235 cpd00038 + 1e-05 cpd00015 + 0.22877 cpd00053 + 0.20955 cpd00041 + 0.035 cpd00118 + 0.459545 cpd00035 + 0.211667 cpd00051 + 0.3827466 cpd00132 + 0.0231 cpd15539 + 0.0105 cpd15541 + 0.0006 cpd15428 + 0.0031 cpd15429 + 0.0002 cpd15430 + 0.0014 cpd15431 + 0.078596 cpd00060 + 0.136 cpd00062 + 0.214 cpd00052 + 0.049176 cpd00084 + 0.232293 cpd00039 + 0.0231 cpd00356 + 0.003 cpd00026 + 0.179229 cpd00054 + 0.417820 cpd00033 + 0.0005 cpd11313 + 0.073656 cpd00119 + 0.252562 cpd00322 + 0.352394 cpd00107 + 0.05 cpd00345 + 0.0148 cpd00357 + 0.0232 cpd00241 + 0.0143 cpd00115 + .1565777 cpd00129 + 0.0086 cpd15531 + 0.0419 cpd15532 + 0.0028 cpd15533 + 0.019 cpd15534 + 0.0046 cpd15538 + 0.0015 cpd15540 + 0.176 cpd00066 + 0.083266 cpd00069 + 0.0005 cpd00557 + 0.188970 cpd00161 + 0.051 cpd00065 + 0.299687 cpd00156 + 0.028 cpd11452  -> 45.5604 cpd00067 + 45.5608 cpd00008 + 0.7302 cpd00012 + 45.5628 cpd00009 
cpd00002 + cpd00001  -> cpd00067 + cpd00008 + cpd00009 
cpd16739  <=> cpd02717 
2 cpd00067 + cpd00007 + cpd00004 + cpd00752  -> cpd00011 + cpd00001 + cpd00003 + cpd00778 
0.5 cpd00007 + cpd00218  -> cpd00752 
cpd00001 + cpd00003 + cpd00448  <=> 2 cpd00067 + cpd00004 + cpd00223 
cpd00067 + cpd00004 + cpd00448  <=> cpd00003 + cpd00100 
cpd00067 + cpd00039  -> cpd00011 + cpd01155 
cpd00089  <=> cpd00079 
cpd00001 + cpd00003 + cpd00229  -> 2 cpd00067 + cpd00004 + cpd00139 
cpd00067 + cpd00001 + cpd00352  <=> cpd02522 
cpd02074  <=> 1pipdn2c[c] + cpd00001 
cpd00067 + cpd02605  -> cpd00011 + cpd00200 
cpd00540 + cpd00135  -> cpd00060 + cpd00756 
cpd00858  <=> cpd00067 + cpd00001 + cpd02431 
cpd00001 + cpd00015 + cpd00756  <=> cpd00982 + cpd00055 + cpd00183 
cpd00024 + cpd01155  -> cpd00067 + cpd00001 + cpd00023 + cpd03691 
2 cpd00001 + cpd00003 + cpd03691  -> cpd00067 + cpd00004 + cpd00339 
cpd00023 + cpd00269  <=> cpd00705 + cpd00024 
cpd00002 + cpd00010 + cpd00379  -> cpd00008 + cpd00009 + cpd00413 
cpd00001 + cpd00424  -> cpd00020 + cpd00013 + cpd00135 
cpd03495  -> cpd00067 + cpd02229 + cpd11452 
1.5 cpd00007 + cpd00791  -> 3 cpd00001 + cpd01476 
cpd00010 + cpd00003 + cpd00094  -> cpd00011 + cpd00004 + cpd00086 
cpd00009 + cpd00249  <=> cpd00092 + cpd00475 
cpd00002 + cpd00475  -> cpd00067 + cpd00008 + cpd00847 
3 cpd00006 + 3 cpd00001 + cpd00324  <=> 4 cpd00067 + 3 cpd00005 + cpd08023 
cpd00001 + cpd02503  -> cpd00067 + cpd00010 + cpd00876 
cpd00015 + cpd00760  -> cpd00982 + cpd02125 
cpd00007 + 2 cpd00481  -> 2 cpd00001 + 2 cpd02187 
cpd00001 + cpd02187  -> cpd02503 
cpd00001 + cpd02125  -> cpd02691 
cpd00010 + cpd02124  -> cpd00022 + cpd00086 
cpd00067 + cpd00005 + cpd11475  -> cpd00006 + cpd11474 
cpd00067 + cpd00005 + cpd11469  -> cpd00006 + cpd11468 
cpd00067 + cpd00005 + cpd15569  -> cpd00006 + cpd15415 
cpd00067 + cpd00005 + cpd11467  -> cpd00006 + cpd11466 
